ID,segment
test-13374,0.0
test-13375,1.0
test-13376,0.0
test-13377,0.0
test-13378,0.0
test-13379,1.0
test-1338,1.0
test-13380,1.0
test-13381,1.0
test-13382,0.0
test-13383,1.0
test-13384,1.0
test-13385,0.0
test-13386,0.0
test-13387,1.0
test-13388,0.0
test-13389,0.0
test-1339,1.0
test-13390,1.0
test-13391,0.0
test-13392,0.0
test-13393,0.0
test-13394,1.0
test-13395,0.0
test-13396,1.0
test-13397,1.0
test-13398,0.0
test-13399,0.0
test-134,1.0
test-1340,0.0
test-13400,1.0
test-13401,1.0
test-13402,1.0
test-13403,1.0
test-13404,1.0
test-13405,0.0
test-13406,0.0
test-13407,0.0
test-13408,1.0
test-13409,0.0
test-1341,0.0
test-13410,1.0
test-13411,0.0
test-13412,0.0
test-13413,1.0
test-13414,1.0
test-13415,1.0
test-13416,1.0
test-13417,0.0
test-13418,0.0
test-13419,1.0
test-1342,0.0
test-13420,1.0
test-13421,1.0
test-13422,1.0
test-13423,1.0
test-13424,1.0
test-13425,1.0
test-13426,1.0
test-13427,0.0
test-13428,1.0
test-13429,0.0
test-1343,1.0
test-13430,1.0
test-13431,0.0
test-13432,1.0
test-13433,0.0
test-13434,0.0
test-13435,1.0
test-13436,1.0
test-13437,0.0
test-13438,0.0
test-13439,0.0
test-1344,0.0
test-13440,1.0
test-13441,0.0
test-13442,1.0
test-13443,0.0
test-13444,0.0
test-13445,1.0
test-13446,1.0
test-13447,0.0
test-13448,1.0
test-13449,1.0
test-1345,0.0
test-13450,0.0
test-13451,0.0
test-13452,0.0
test-13453,1.0
test-13454,0.0
test-13455,1.0
test-13456,1.0
test-13457,1.0
test-13458,0.0
test-13459,1.0
test-1346,0.0
test-13460,0.0
test-13461,1.0
test-13462,1.0
test-13463,0.0
test-13464,0.0
test-13465,0.0
test-13466,1.0
test-13467,0.0
test-13468,1.0
test-13469,0.0
test-1347,0.0
test-13470,1.0
test-13471,0.0
test-13472,0.0
test-13473,1.0
test-13474,1.0
test-13475,1.0
test-13476,1.0
test-13477,1.0
test-13478,1.0
test-13479,1.0
test-1348,0.0
test-13480,1.0
test-13481,1.0
test-13482,0.0
test-13483,0.0
test-13484,1.0
test-13485,1.0
test-13486,0.0
test-13487,0.0
test-13488,1.0
test-13489,1.0
test-1349,1.0
test-13490,1.0
test-13491,0.0
test-13492,0.0
test-13493,0.0
test-13494,0.0
test-13495,1.0
test-13496,1.0
test-13497,1.0
test-13498,0.0
test-13499,1.0
test-135,1.0
test-1350,1.0
test-13500,1.0
test-13501,1.0
test-13502,1.0
test-13503,1.0
test-13504,1.0
test-13505,1.0
test-13506,1.0
test-13507,1.0
test-13508,1.0
test-13509,0.0
test-1351,0.0
test-13510,1.0
test-13511,0.0
test-13512,0.0
test-13513,1.0
test-13514,0.0
test-13515,0.0
test-13516,1.0
test-13517,0.0
test-13518,0.0
test-13519,1.0
test-1352,1.0
test-13520,1.0
test-13521,1.0
test-13522,1.0
test-13523,1.0
test-13524,1.0
test-13525,1.0
test-13526,0.0
test-13527,0.0
test-13528,1.0
test-13529,1.0
test-1353,0.0
test-13530,0.0
test-13531,0.0
test-13532,1.0
test-13533,0.0
test-13534,0.0
test-13535,0.0
test-13536,0.0
test-13537,1.0
test-13538,1.0
test-13539,1.0
test-1354,1.0
test-13540,1.0
test-13541,0.0
test-13542,1.0
test-13543,0.0
test-13544,1.0
test-13545,0.0
test-13546,0.0
test-13547,1.0
test-13548,0.0
test-13549,0.0
test-1355,0.0
test-13550,0.0
test-13551,0.0
test-13552,1.0
test-13553,1.0
test-13554,0.0
test-13555,1.0
test-13556,1.0
test-13557,1.0
test-13558,1.0
test-13559,1.0
test-1356,1.0
test-13560,1.0
test-13561,0.0
test-13562,0.0
test-13563,0.0
test-13564,1.0
test-13565,1.0
test-13566,1.0
test-13567,1.0
test-13568,0.0
test-13569,1.0
test-1357,1.0
test-13570,0.0
test-13571,1.0
test-13572,1.0
test-13573,1.0
test-13574,0.0
test-13575,1.0
test-13576,0.0
test-13577,0.0
test-13578,0.0
test-13579,0.0
test-1358,1.0
test-13580,1.0
test-13581,1.0
test-13582,1.0
test-13583,0.0
test-13584,1.0
test-13585,1.0
test-13586,1.0
test-13587,1.0
test-13588,1.0
test-13589,1.0
test-1359,0.0
test-13590,1.0
test-13591,0.0
test-13592,0.0
test-13593,1.0
test-13594,1.0
test-13595,1.0
test-13596,1.0
test-13597,1.0
test-13598,0.0
test-13599,0.0
test-136,1.0
test-1360,0.0
test-13600,0.0
test-13601,1.0
test-13602,1.0
test-13603,0.0
test-13604,1.0
test-13605,1.0
test-13606,1.0
test-13607,1.0
test-13608,1.0
test-13609,0.0
test-1361,1.0
test-13610,1.0
test-13611,0.0
test-13612,0.0
test-13613,0.0
test-13614,1.0
test-13615,1.0
test-13616,1.0
test-13617,1.0
test-13618,1.0
test-13619,0.0
test-1362,0.0
test-13620,0.0
test-13621,1.0
test-13622,1.0
test-13623,1.0
test-13624,0.0
test-13625,0.0
test-13626,1.0
test-13627,1.0
test-13628,0.0
test-13629,1.0
test-1363,1.0
test-13630,1.0
test-13631,1.0
test-13632,0.0
test-13633,1.0
test-13634,0.0
test-13635,0.0
test-13636,0.0
test-13637,0.0
test-13638,1.0
test-13639,1.0
test-1364,0.0
test-13640,1.0
test-13641,0.0
test-13642,0.0
test-13643,1.0
test-13644,1.0
test-13645,1.0
test-13646,1.0
test-13647,0.0
test-13648,1.0
test-13649,0.0
test-1365,0.0
test-13650,1.0
test-13651,1.0
test-13652,0.0
test-13653,0.0
test-13654,0.0
test-13655,0.0
test-13656,1.0
test-13657,1.0
test-13658,0.0
test-13659,1.0
test-1366,1.0
test-13660,1.0
test-13661,1.0
test-13662,0.0
test-13663,0.0
test-13664,1.0
test-13665,0.0
test-13666,1.0
test-13667,0.0
test-13668,1.0
test-13669,0.0
test-1367,1.0
test-13670,0.0
test-13671,0.0
test-13672,1.0
test-13673,1.0
test-13674,1.0
test-13675,1.0
test-13676,1.0
test-13677,1.0
test-13678,0.0
test-13679,0.0
test-1368,0.0
test-13680,0.0
test-13681,0.0
test-13682,1.0
test-13683,0.0
test-13684,1.0
test-13685,1.0
test-13686,1.0
test-13687,1.0
test-13688,1.0
test-13689,1.0
test-1369,1.0
test-13690,0.0
test-13691,1.0
test-13692,1.0
test-13693,0.0
test-13694,0.0
test-13695,1.0
test-13696,1.0
test-13697,1.0
test-13698,1.0
test-13699,1.0
test-137,1.0
test-1370,1.0
test-13700,0.0
test-13701,1.0
test-13702,1.0
test-13703,1.0
test-13704,1.0
test-13705,0.0
test-13706,1.0
test-13707,1.0
test-13708,0.0
test-13709,0.0
test-1371,0.0
test-13710,1.0
test-13711,1.0
test-13712,1.0
test-13713,1.0
test-13714,1.0
test-13715,1.0
test-13716,0.0
test-13717,0.0
test-13718,0.0
test-13719,1.0
test-1372,1.0
test-13720,1.0
test-13721,1.0
test-13722,0.0
test-13723,0.0
test-13724,0.0
test-13725,1.0
test-13726,0.0
test-13727,0.0
test-13728,0.0
test-13729,1.0
test-1373,1.0
test-13730,0.0
test-13731,1.0
test-13732,0.0
test-13733,0.0
test-13734,1.0
test-13735,1.0
test-13736,0.0
test-13737,0.0
test-13738,1.0
test-13739,1.0
test-1374,0.0
test-13740,0.0
test-13741,1.0
test-13742,1.0
test-13743,0.0
test-13744,1.0
test-13745,1.0
test-13746,1.0
test-13747,0.0
test-13748,1.0
test-13749,1.0
test-1375,0.0
test-13750,1.0
test-13751,1.0
test-13752,1.0
test-13753,0.0
test-13754,1.0
test-13755,0.0
test-13756,0.0
test-13757,0.0
test-13758,1.0
test-13759,0.0
test-1376,1.0
test-13760,1.0
test-13761,1.0
test-13762,1.0
test-13763,0.0
test-13764,1.0
test-13765,1.0
test-13766,0.0
test-13767,1.0
test-13768,1.0
test-13769,0.0
test-1377,0.0
test-13770,0.0
test-13771,1.0
test-13772,1.0
test-13773,1.0
test-13774,0.0
test-13775,1.0
test-13776,0.0
test-13777,0.0
test-13778,1.0
test-13779,1.0
test-1378,1.0
test-13780,0.0
test-13781,0.0
test-13782,1.0
test-13783,1.0
test-13784,0.0
test-13785,1.0
test-13786,1.0
test-13787,1.0
test-13788,0.0
test-13789,1.0
test-1379,1.0
test-13790,0.0
test-13791,1.0
test-13792,1.0
test-13793,0.0
test-13794,1.0
test-13795,1.0
test-13796,1.0
test-13797,1.0
test-13798,0.0
test-13799,0.0
test-138,1.0
test-1380,1.0
test-13800,1.0
test-13801,1.0
test-13802,0.0
test-13803,1.0
test-13804,1.0
test-13805,1.0
test-13806,1.0
test-13807,0.0
test-13808,1.0
test-13809,0.0
test-1381,1.0
test-13810,1.0
test-13811,1.0
test-13812,0.0
test-13813,0.0
test-13814,1.0
test-13815,1.0
test-13816,1.0
test-13817,1.0
test-13818,0.0
test-13819,1.0
test-1382,1.0
test-13820,1.0
test-13821,1.0
test-13822,0.0
test-13823,1.0
test-13824,0.0
test-13825,0.0
test-13826,1.0
test-13827,1.0
test-13828,1.0
test-13829,1.0
test-1383,0.0
test-13830,1.0
test-13831,0.0
test-13832,1.0
test-13833,0.0
test-13834,1.0
test-13835,0.0
test-13836,1.0
test-13837,1.0
test-13838,0.0
test-13839,0.0
test-1384,1.0
test-13840,1.0
test-13841,0.0
test-13842,0.0
test-13843,1.0
test-13844,0.0
test-13845,1.0
test-13846,0.0
test-13847,1.0
test-13848,1.0
test-13849,1.0
test-1385,1.0
test-13850,0.0
test-13851,0.0
test-13852,1.0
test-13853,1.0
test-13854,0.0
test-13855,0.0
test-13856,0.0
test-13857,0.0
test-13858,0.0
test-13859,1.0
test-1386,1.0
test-13860,1.0
test-13861,1.0
test-13862,0.0
test-13863,1.0
test-13864,0.0
test-13865,0.0
test-13866,1.0
test-13867,0.0
test-13868,0.0
test-13869,1.0
test-1387,0.0
test-13870,0.0
test-13871,1.0
test-13872,1.0
test-13873,0.0
test-13874,1.0
test-13875,0.0
test-13876,0.0
test-13877,1.0
test-13878,0.0
test-13879,0.0
test-1388,1.0
test-13880,0.0
test-13881,1.0
test-13882,1.0
test-13883,1.0
test-13884,0.0
test-13885,0.0
test-13886,0.0
test-13887,1.0
test-13888,1.0
test-13889,1.0
test-1389,0.0
test-13890,0.0
test-13891,1.0
test-13892,0.0
test-13893,0.0
test-13894,1.0
test-13895,0.0
test-13896,1.0
test-13897,0.0
test-13898,0.0
test-13899,1.0
test-139,0.0
test-1390,1.0
test-13900,1.0
test-13901,0.0
test-13902,1.0
test-13903,1.0
test-13904,0.0
test-13905,0.0
test-13906,1.0
test-13907,1.0
test-13908,0.0
test-13909,1.0
test-1391,0.0
test-13910,0.0
test-13911,1.0
test-13912,1.0
test-13913,0.0
test-13914,0.0
test-13915,0.0
test-13916,1.0
test-13917,1.0
test-13918,1.0
test-13919,0.0
test-1392,0.0
test-13920,0.0
test-13921,1.0
test-13922,1.0
test-13923,1.0
test-13924,0.0
test-13925,1.0
test-13926,0.0
test-13927,0.0
test-13928,1.0
test-13929,1.0
test-1393,1.0
test-13930,1.0
test-13931,0.0
test-13932,1.0
test-13933,1.0
test-13934,0.0
test-13935,1.0
test-13936,0.0
test-13937,0.0
test-13938,0.0
test-13939,0.0
test-1394,0.0
test-13940,0.0
test-13941,0.0
test-13942,0.0
test-13943,1.0
test-13944,0.0
test-13945,1.0
test-13946,1.0
test-13947,1.0
test-13948,1.0
test-13949,0.0
test-1395,1.0
test-13950,1.0
test-13951,1.0
test-13952,0.0
test-13953,1.0
test-13954,1.0
test-13955,1.0
test-13956,1.0
test-13957,1.0
test-13958,1.0
test-13959,0.0
test-1396,0.0
test-13960,1.0
test-13961,1.0
test-13962,1.0
test-13963,0.0
test-13964,0.0
test-13965,1.0
test-13966,1.0
test-13967,1.0
test-13968,0.0
test-13969,1.0
test-1397,0.0
test-13970,0.0
test-13971,1.0
test-13972,1.0
test-13973,1.0
test-13974,0.0
test-13975,0.0
test-13976,0.0
test-13977,1.0
test-13978,1.0
test-13979,1.0
test-1398,1.0
test-13980,1.0
test-13981,0.0
test-13982,1.0
test-13983,1.0
test-13984,0.0
test-13985,1.0
test-13986,0.0
test-13987,0.0
test-13988,0.0
test-13989,1.0
test-1399,0.0
test-13990,1.0
test-13991,1.0
test-13992,1.0
test-13993,1.0
test-13994,0.0
test-13995,1.0
test-13996,1.0
test-13997,0.0
test-13998,0.0
test-13999,1.0
test-14,0.0
test-140,1.0
test-1400,0.0
test-14000,1.0
test-14001,0.0
test-14002,1.0
test-14003,1.0
test-14004,1.0
test-14005,1.0
test-14006,0.0
test-14007,1.0
test-14008,1.0
test-14009,0.0
test-1401,1.0
test-14010,1.0
test-14011,0.0
test-14012,1.0
test-14013,0.0
test-14014,1.0
test-14015,1.0
test-14016,1.0
test-14017,1.0
test-14018,1.0
test-14019,1.0
test-1402,0.0
test-14020,0.0
test-14021,0.0
test-14022,0.0
test-14023,0.0
test-14024,1.0
test-14025,1.0
test-14026,1.0
test-14027,0.0
test-14028,0.0
test-14029,1.0
test-1403,0.0
test-14030,1.0
test-14031,1.0
test-14032,0.0
test-14033,0.0
test-14034,0.0
test-14035,1.0
test-14036,1.0
test-14037,0.0
test-14038,0.0
test-14039,1.0
test-1404,1.0
test-14040,1.0
test-14041,1.0
test-14042,1.0
test-14043,1.0
test-14044,1.0
test-14045,1.0
test-14046,0.0
test-14047,0.0
test-14048,0.0
test-14049,1.0
test-1405,1.0
test-14050,0.0
test-14051,1.0
test-14052,1.0
test-14053,1.0
test-14054,1.0
test-14055,1.0
test-14056,1.0
test-14057,1.0
test-14058,1.0
test-14059,0.0
test-1406,1.0
test-14060,0.0
test-14061,1.0
test-14062,0.0
test-14063,0.0
test-14064,0.0
test-14065,1.0
test-14066,1.0
test-14067,0.0
test-14068,0.0
test-14069,1.0
test-1407,0.0
test-14070,1.0
test-14071,1.0
test-14072,1.0
test-14073,0.0
test-14074,1.0
test-14075,1.0
test-14076,0.0
test-14077,1.0
test-14078,1.0
test-14079,1.0
test-1408,1.0
test-14080,1.0
test-14081,1.0
test-14082,0.0
test-14083,1.0
test-14084,1.0
test-14085,1.0
test-14086,1.0
test-14087,0.0
test-14088,1.0
test-14089,1.0
test-1409,1.0
test-14090,1.0
test-14091,1.0
test-14092,1.0
test-14093,0.0
test-14094,0.0
test-14095,1.0
test-14096,0.0
test-14097,1.0
test-14098,1.0
test-14099,0.0
test-141,1.0
test-1410,1.0
test-14100,1.0
test-14101,1.0
test-14102,1.0
test-14103,1.0
test-14104,0.0
test-14105,0.0
test-14106,0.0
test-14107,1.0
test-14108,1.0
test-14109,1.0
test-1411,1.0
test-14110,1.0
test-14111,0.0
test-14112,1.0
test-14113,0.0
test-14114,0.0
test-14115,0.0
test-14116,1.0
test-14117,1.0
test-14118,1.0
test-14119,0.0
test-1412,0.0
test-14120,1.0
test-14121,0.0
test-14122,1.0
test-14123,1.0
test-14124,0.0
test-14125,1.0
test-14126,1.0
test-14127,0.0
test-14128,0.0
test-14129,0.0
test-1413,1.0
test-14130,0.0
test-14131,0.0
test-14132,1.0
test-14133,1.0
test-14134,1.0
test-14135,1.0
test-14136,1.0
test-14137,1.0
test-14138,1.0
test-14139,1.0
test-1414,1.0
test-14140,1.0
test-14141,1.0
test-14142,1.0
test-14143,0.0
test-14144,0.0
test-14145,1.0
test-14146,0.0
test-14147,0.0
test-14148,0.0
test-14149,0.0
test-1415,0.0
test-14150,0.0
test-14151,0.0
test-14152,0.0
test-14153,0.0
test-14154,1.0
test-14155,1.0
test-14156,1.0
test-14157,0.0
test-14158,0.0
test-14159,1.0
test-1416,1.0
test-14160,1.0
test-14161,1.0
test-14162,1.0
test-14163,0.0
test-14164,1.0
test-14165,0.0
test-14166,0.0
test-14167,0.0
test-14168,1.0
test-14169,1.0
test-1417,0.0
test-14170,0.0
test-14171,1.0
test-14172,1.0
test-14173,1.0
test-14174,1.0
test-14175,1.0
test-14176,1.0
test-14177,0.0
test-14178,0.0
test-14179,1.0
test-1418,1.0
test-14180,1.0
test-14181,1.0
test-14182,1.0
test-14183,0.0
test-14184,1.0
test-14185,1.0
test-14186,1.0
test-14187,0.0
test-14188,1.0
test-14189,1.0
test-1419,1.0
test-14190,0.0
test-14191,1.0
test-14192,1.0
test-14193,1.0
test-14194,0.0
test-14195,1.0
test-14196,1.0
test-14197,0.0
test-14198,1.0
test-14199,0.0
test-142,0.0
test-1420,0.0
test-14200,1.0
test-14201,1.0
test-14202,1.0
test-14203,1.0
test-14204,0.0
test-14205,1.0
test-14206,0.0
test-14207,1.0
test-14208,1.0
test-14209,1.0
test-1421,0.0
test-14210,1.0
test-14211,1.0
test-14212,0.0
test-14213,0.0
test-14214,1.0
test-14215,1.0
test-14216,1.0
test-14217,1.0
test-14218,0.0
test-14219,1.0
test-1422,0.0
test-14220,0.0
test-14221,0.0
test-14222,1.0
test-14223,1.0
test-14224,0.0
test-14225,1.0
test-14226,1.0
test-14227,1.0
test-14228,1.0
test-14229,0.0
test-1423,1.0
test-14230,1.0
test-14231,0.0
test-14232,0.0
test-14233,0.0
test-14234,1.0
test-14235,0.0
test-14236,0.0
test-14237,1.0
test-14238,1.0
test-14239,1.0
test-1424,1.0
test-14240,0.0
test-14241,0.0
test-14242,1.0
test-14243,1.0
test-14244,1.0
test-14245,1.0
test-14246,1.0
test-14247,0.0
test-14248,0.0
test-14249,1.0
test-1425,0.0
test-14250,1.0
test-14251,1.0
test-14252,1.0
test-14253,1.0
test-14254,1.0
test-14255,1.0
test-14256,1.0
test-14257,1.0
test-14258,0.0
test-14259,1.0
test-1426,1.0
test-14260,0.0
test-14261,1.0
test-14262,1.0
test-14263,1.0
test-14264,1.0
test-14265,1.0
test-14266,0.0
test-14267,1.0
test-14268,1.0
test-14269,1.0
test-1427,1.0
test-14270,0.0
test-14271,0.0
test-14272,0.0
test-14273,0.0
test-14274,0.0
test-14275,0.0
test-14276,1.0
test-14277,0.0
test-14278,0.0
test-14279,0.0
test-1428,1.0
test-14280,1.0
test-14281,1.0
test-14282,1.0
test-14283,1.0
test-14284,0.0
test-14285,1.0
test-14286,1.0
test-14287,1.0
test-14288,0.0
test-14289,0.0
test-1429,0.0
test-14290,0.0
test-14291,1.0
test-14292,0.0
test-14293,0.0
test-14294,1.0
test-14295,1.0
test-14296,0.0
test-14297,0.0
test-14298,1.0
test-14299,1.0
test-143,0.0
test-1430,0.0
test-14300,0.0
test-14301,1.0
test-14302,0.0
test-14303,0.0
test-14304,0.0
test-14305,1.0
test-14306,0.0
test-14307,0.0
test-14308,1.0
test-14309,1.0
test-1431,1.0
test-14310,0.0
test-14311,1.0
test-14312,0.0
test-14313,1.0
test-14314,1.0
test-14315,1.0
test-14316,1.0
test-14317,1.0
test-14318,1.0
test-14319,0.0
test-1432,0.0
test-14320,1.0
test-14321,1.0
test-14322,0.0
test-14323,1.0
test-14324,1.0
test-14325,1.0
test-14326,0.0
test-14327,1.0
test-14328,0.0
test-14329,1.0
test-1433,0.0
test-14330,0.0
test-14331,1.0
test-14332,1.0
test-14333,0.0
test-14334,1.0
test-14335,1.0
test-14336,1.0
test-14337,1.0
test-14338,0.0
test-14339,1.0
test-1434,0.0
test-14340,1.0
test-14341,0.0
test-14342,1.0
test-14343,1.0
test-14344,0.0
test-14345,1.0
test-14346,1.0
test-14347,0.0
test-14348,1.0
test-14349,1.0
test-1435,1.0
test-14350,0.0
test-14351,1.0
test-14352,1.0
test-14353,1.0
test-14354,1.0
test-14355,1.0
test-14356,1.0
test-14357,1.0
test-14358,1.0
test-14359,0.0
test-1436,1.0
test-14360,1.0
test-14361,1.0
test-14362,1.0
test-14363,0.0
test-14364,0.0
test-14365,0.0
test-14366,0.0
test-14367,0.0
test-14368,1.0
test-14369,0.0
test-1437,0.0
test-14370,0.0
test-14371,1.0
test-14372,1.0
test-14373,0.0
test-14374,0.0
test-14375,0.0
test-14376,0.0
test-14377,0.0
test-14378,0.0
test-14379,0.0
test-1438,1.0
test-14380,0.0
test-14381,1.0
test-14382,0.0
test-14383,1.0
test-14384,1.0
test-14385,0.0
test-14386,0.0
test-14387,1.0
test-14388,1.0
test-14389,0.0
test-1439,1.0
test-14390,1.0
test-14391,0.0
test-14392,0.0
test-14393,1.0
test-14394,1.0
test-14395,0.0
test-14396,1.0
test-14397,1.0
test-14398,0.0
test-14399,1.0
test-144,1.0
test-1440,0.0
test-14400,0.0
test-14401,1.0
test-14402,0.0
test-14403,1.0
test-14404,1.0
test-14405,0.0
test-14406,1.0
test-14407,0.0
test-14408,1.0
test-14409,1.0
test-1441,0.0
test-14410,1.0
test-14411,1.0
test-14412,1.0
test-14413,0.0
test-14414,0.0
test-14415,1.0
test-14416,0.0
test-14417,1.0
test-14418,1.0
test-14419,1.0
test-1442,0.0
test-14420,1.0
test-14421,1.0
test-14422,1.0
test-14423,0.0
test-14424,0.0
test-14425,1.0
test-14426,0.0
test-14427,0.0
test-14428,1.0
test-14429,1.0
test-1443,1.0
test-14430,1.0
test-14431,0.0
test-14432,1.0
test-14433,1.0
test-14434,0.0
test-14435,1.0
test-14436,1.0
test-14437,0.0
test-14438,1.0
test-14439,0.0
test-1444,1.0
test-14440,0.0
test-14441,1.0
test-14442,1.0
test-14443,1.0
test-14444,0.0
test-14445,0.0
test-14446,0.0
test-14447,1.0
test-14448,0.0
test-14449,0.0
test-1445,0.0
test-14450,1.0
test-14451,1.0
test-14452,0.0
test-14453,1.0
test-14454,1.0
test-14455,0.0
test-14456,1.0
test-14457,1.0
test-14458,0.0
test-14459,0.0
test-1446,0.0
test-14460,1.0
test-14461,1.0
test-14462,1.0
test-14463,0.0
test-14464,1.0
test-14465,1.0
test-14466,1.0
test-14467,0.0
test-14468,1.0
test-14469,1.0
test-1447,1.0
test-14470,1.0
test-14471,1.0
test-14472,1.0
test-14473,0.0
test-14474,1.0
test-14475,1.0
test-14476,0.0
test-14477,1.0
test-14478,0.0
test-14479,0.0
test-1448,1.0
test-14480,0.0
test-14481,1.0
test-14482,0.0
test-14483,0.0
test-14484,1.0
test-14485,0.0
test-14486,1.0
test-14487,1.0
test-14488,0.0
test-14489,1.0
test-1449,1.0
test-14490,1.0
test-14491,0.0
test-14492,0.0
test-14493,1.0
test-14494,1.0
test-14495,1.0
test-14496,0.0
test-14497,0.0
test-14498,0.0
test-14499,0.0
test-145,1.0
test-1450,1.0
test-14500,0.0
test-14501,1.0
test-14502,0.0
test-14503,0.0
test-14504,1.0
test-14505,0.0
test-14506,0.0
test-14507,1.0
test-14508,1.0
test-14509,1.0
test-1451,0.0
test-14510,0.0
test-14511,1.0
test-14512,0.0
test-14513,0.0
test-14514,0.0
test-14515,1.0
test-14516,1.0
test-14517,0.0
test-14518,1.0
test-14519,1.0
test-1452,0.0
test-14520,1.0
test-14521,1.0
test-14522,1.0
test-14523,0.0
test-14524,1.0
test-14525,0.0
test-14526,1.0
test-14527,1.0
test-14528,1.0
test-14529,0.0
test-1453,1.0
test-14530,1.0
test-14531,1.0
test-14532,1.0
test-14533,1.0
test-14534,0.0
test-14535,0.0
test-14536,0.0
test-14537,1.0
test-14538,0.0
test-14539,1.0
test-1454,1.0
test-14540,1.0
test-14541,1.0
test-14542,1.0
test-14543,1.0
test-14544,1.0
test-14545,1.0
test-14546,1.0
test-14547,0.0
test-14548,1.0
test-14549,0.0
test-1455,0.0
test-14550,0.0
test-14551,1.0
test-14552,0.0
test-14553,1.0
test-14554,1.0
test-14555,1.0
test-14556,1.0
test-14557,1.0
test-14558,1.0
test-14559,0.0
test-1456,1.0
test-14560,1.0
test-14561,0.0
test-14562,0.0
test-14563,0.0
test-14564,0.0
test-14565,0.0
test-14566,1.0
test-14567,1.0
test-14568,0.0
test-14569,1.0
test-1457,0.0
test-14570,1.0
test-14571,1.0
test-14572,1.0
test-14573,0.0
test-14574,0.0
test-14575,1.0
test-14576,1.0
test-14577,1.0
test-14578,0.0
test-14579,1.0
test-1458,0.0
test-14580,0.0
test-14581,0.0
test-14582,1.0
test-14583,1.0
test-14584,0.0
test-14585,1.0
test-14586,0.0
test-14587,0.0
test-14588,0.0
test-14589,0.0
test-1459,0.0
test-14590,1.0
test-14591,1.0
test-14592,1.0
test-14593,0.0
test-14594,0.0
test-14595,1.0
test-14596,0.0
test-14597,0.0
test-14598,0.0
test-14599,0.0
test-146,1.0
test-1460,1.0
test-14600,1.0
test-14601,0.0
test-14602,1.0
test-14603,1.0
test-14604,1.0
test-14605,1.0
test-14606,1.0
test-14607,0.0
test-14608,1.0
test-14609,0.0
test-1461,0.0
test-14610,1.0
test-14611,0.0
test-14612,1.0
test-14613,1.0
test-14614,1.0
test-14615,1.0
test-14616,0.0
test-14617,1.0
test-14618,0.0
test-14619,0.0
test-1462,0.0
test-14620,0.0
test-14621,0.0
test-14622,1.0
test-14623,1.0
test-14624,1.0
test-14625,1.0
test-14626,1.0
test-14627,0.0
test-14628,1.0
test-14629,1.0
test-1463,1.0
test-14630,1.0
test-14631,1.0
test-14632,1.0
test-14633,1.0
test-14634,0.0
test-14635,0.0
test-14636,1.0
test-14637,1.0
test-14638,0.0
test-14639,0.0
test-1464,1.0
test-14640,0.0
test-14641,1.0
test-14642,0.0
test-14643,0.0
test-14644,1.0
test-14645,1.0
test-14646,1.0
test-14647,1.0
test-14648,1.0
test-14649,1.0
test-1465,0.0
test-14650,1.0
test-14651,1.0
test-14652,0.0
test-14653,1.0
test-14654,0.0
test-14655,1.0
test-14656,1.0
test-14657,0.0
test-14658,0.0
test-14659,1.0
test-1466,1.0
test-14660,0.0
test-14661,0.0
test-14662,0.0
test-14663,0.0
test-14664,1.0
test-14665,0.0
test-14666,1.0
test-14667,0.0
test-14668,0.0
test-14669,0.0
test-1467,1.0
test-14670,1.0
test-14671,1.0
test-14672,1.0
test-14673,1.0
test-14674,1.0
test-14675,0.0
test-14676,0.0
test-14677,1.0
test-14678,1.0
test-14679,0.0
test-1468,0.0
test-14680,0.0
test-14681,1.0
test-14682,0.0
test-14683,1.0
test-14684,1.0
test-14685,1.0
test-14686,1.0
test-14687,0.0
test-14688,1.0
test-14689,1.0
test-1469,0.0
test-14690,1.0
test-14691,0.0
test-14692,1.0
test-14693,1.0
test-14694,0.0
test-14695,1.0
test-14696,1.0
test-14697,1.0
test-14698,1.0
test-14699,0.0
test-147,0.0
test-1470,0.0
test-14700,1.0
test-14701,0.0
test-14702,0.0
test-14703,0.0
test-14704,0.0
test-14705,0.0
test-14706,1.0
test-14707,0.0
test-14708,1.0
test-14709,1.0
test-1471,0.0
test-14710,0.0
test-14711,0.0
test-14712,1.0
test-14713,1.0
test-14714,0.0
test-14715,1.0
test-14716,1.0
test-14717,0.0
test-14718,1.0
test-14719,1.0
test-1472,0.0
test-14720,1.0
test-14721,1.0
test-14722,0.0
test-14723,1.0
test-14724,1.0
test-14725,1.0
test-14726,0.0
test-14727,0.0
test-14728,1.0
test-14729,1.0
test-1473,0.0
test-14730,0.0
test-14731,1.0
test-14732,0.0
test-14733,0.0
test-14734,0.0
test-14735,0.0
test-14736,0.0
test-14737,0.0
test-14738,1.0
test-14739,0.0
test-1474,0.0
test-14740,1.0
test-14741,1.0
test-14742,0.0
test-14743,1.0
test-14744,1.0
test-14745,0.0
test-14746,0.0
test-14747,0.0
test-14748,1.0
test-14749,1.0
test-1475,0.0
test-14750,0.0
test-14751,1.0
test-14752,0.0
test-14753,1.0
test-14754,1.0
test-14755,0.0
test-14756,1.0
test-14757,1.0
test-14758,1.0
test-14759,0.0
test-1476,0.0
test-14760,1.0
test-14761,1.0
test-14762,1.0
test-14763,1.0
test-14764,1.0
test-14765,0.0
test-14766,0.0
test-14767,0.0
test-14768,1.0
test-14769,1.0
test-1477,0.0
test-14770,1.0
test-14771,1.0
test-14772,0.0
test-14773,1.0
test-14774,0.0
